Order Date,Region,Category,Sub-Category,Segment,Sales
2018-08-18,West,Office Supplies,Binders,Corporate,2793.528
2018-08-18,West,Office Supplies,Storage,Corporate,1000.02
2018-08-18,West,Office Supplies,Storage,Home Office,323.1
2018-08-18,West,Technology,Accessories,Corporate,2340.06
2018-08-19,Central,Office Supplies,Binders,Consumer,2.296
2018-08-19,East,Office Supplies,Binders,Corporate,387.99
2018-08-19,East,Office Supplies,Paper,Consumer,19.44
2018-08-19,West,Office Supplies,Binders,Consumer,102.72
2018-08-20,East,Office Supplies,Storage,Corporate,40.29
2018-08-20,South,Technology,Phones,Home Office,35.96
2018-08-20,West,Office Supplies,Binders,Consumer,239.12
2018-08-20,West,Office Supplies,Paper,Consumer,25.92
2018-08-20,West,Office Supplies,Storage,Corporate,226.56
2018-08-20,West,Office Supplies,Supplies,Corporate,17.22
2018-08-20,West,Technology,Phones,Corporate,107.88
2018-08-21,Central,Office Supplies,Envelopes,Consumer,15.28
2018-08-21,Central,Office Supplies,Fasteners,Consumer,35.0
2018-08-21,Central,Office Supplies,Supplies,Consumer,37.24
2018-08-21,East,Furniture,Furnishings,Home Office,117.08
2018-08-21,East,Office Supplies,Binders,Consumer,4337.639999999999
2018-08-21,East,Office Supplies,Paper,Home Office,277.4
2018-08-21,South,Furniture,Chairs,Consumer,866.4
2018-08-21,West,Furniture,Chairs,Corporate,388.704
2018-08-21,West,Furniture,Furnishings,Consumer,129.92
2018-08-21,West,Furniture,Tables,Consumer,568.728
2018-08-21,West,Office Supplies,Appliances,Consumer,203.52
2018-08-21,West,Office Supplies,Art,Consumer,17.12
2018-08-21,West,Office Supplies,Binders,Consumer,117.144
2018-08-21,West,Office Supplies,Labels,Consumer,51.75
2018-08-21,West,Office Supplies,Paper,Corporate,83.88
2018-08-21,West,Office Supplies,Storage,Corporate,572.58
2018-08-21,West,Technology,Accessories,Corporate,33.18
2018-08-21,West,Technology,Phones,Consumer,431.968
2018-08-22,East,Furniture,Tables,Home Office,314.532
2018-08-22,West,Furniture,Tables,Consumer,210.008
2018-08-23,South,Furniture,Furnishings,Consumer,2.784
2018-08-23,South,Office Supplies,Appliances,Consumer,161.376
2018-08-23,South,Office Supplies,Paper,Consumer,58.288
2018-08-23,South,Technology,Phones,Consumer,4367.896
2018-08-24,East,Office Supplies,Appliances,Consumer,646.272
2018-08-24,East,Office Supplies,Binders,Corporate,28.416
2018-08-24,East,Office Supplies,Paper,Consumer,10.368
2018-08-25,East,Furniture,Bookcases,Consumer,130.98
2018-08-25,East,Office Supplies,Storage,Consumer,25.696
2018-08-25,South,Office Supplies,Art,Consumer,9.728
2018-08-25,South,Office Supplies,Paper,Consumer,195.584
2018-08-26,Central,Furniture,Furnishings,Consumer,64.96
2018-08-26,Central,Office Supplies,Storage,Home Office,53.72
2018-08-26,South,Technology,Accessories,Home Office,71.98
2018-08-27,Central,Office Supplies,Art,Consumer,5.952
2018-08-27,East,Furniture,Tables,Corporate,1488.424
2018-08-27,East,Office Supplies,Binders,Home Office,37.008
2018-08-27,East,Office Supplies,Paper,Corporate,12.672
2018-08-27,East,Office Supplies,Storage,Home Office,63.84
2018-08-27,East,Technology,Accessories,Corporate,1119.888
2018-08-27,East,Technology,Phones,Home Office,347.97
2018-08-27,South,Office Supplies,Appliances,Consumer,14.336
2018-08-27,South,Office Supplies,Envelopes,Corporate,2.896
2018-08-27,South,Office Supplies,Paper,Consumer,5.184
2018-08-27,West,Furniture,Chairs,Corporate,230.28
2018-08-27,West,Furniture,Furnishings,Consumer,120.576
2018-08-27,West,Furniture,Furnishings,Corporate,198.46
2018-08-27,West,Office Supplies,Appliances,Corporate,321.92
2018-08-27,West,Office Supplies,Binders,Corporate,841.568
2018-08-27,West,Office Supplies,Paper,Corporate,116.28
2018-08-27,West,Office Supplies,Storage,Corporate,354.9
2018-08-27,West,Office Supplies,Supplies,Corporate,28.4
2018-08-27,West,Technology,Copiers,Corporate,879.984
2018-08-28,Central,Office Supplies,Appliances,Home Office,91.6
2018-08-28,Central,Office Supplies,Paper,Consumer,52.064
2018-08-28,Central,Office Supplies,Supplies,Home Office,21.81
2018-08-28,West,Furniture,Tables,Home Office,1137.75
2018-08-28,West,Office Supplies,Art,Home Office,5.56
2018-08-28,West,Office Supplies,Binders,Home Office,99.68
2018-08-28,West,Technology,Phones,Home Office,35.168
2018-08-29,Central,Office Supplies,Binders,Corporate,3.24
2018-08-29,Central,Office Supplies,Labels,Corporate,47.36
2018-08-29,Central,Office Supplies,Storage,Corporate,27.44
2018-08-29,East,Office Supplies,Art,Corporate,9.408
2018-08-29,West,Furniture,Furnishings,Corporate,148.02
2018-08-31,Central,Office Supplies,Appliances,Consumer,638.73
2018-08-31,South,Office Supplies,Paper,Consumer,229.544
2018-08-31,South,Technology,Accessories,Consumer,659.9
2018-08-31,West,Furniture,Chairs,Corporate,569.568
2018-08-31,West,Office Supplies,Binders,Home Office,6.672
2018-08-31,West,Office Supplies,Fasteners,Consumer,8.376
2018-08-31,West,Office Supplies,Storage,Consumer,204.694
2018-08-31,West,Office Supplies,Storage,Corporate,149.73
2018-08-31,West,Office Supplies,Supplies,Home Office,6.208
2018-08-31,West,Technology,Phones,Home Office,689.408
2018-09-01,Central,Furniture,Chairs,Consumer,498.26
2018-09-01,East,Furniture,Furnishings,Consumer,114.9
2018-09-01,West,Furniture,Tables,Corporate,283.56
2018-09-01,West,Office Supplies,Appliances,Corporate,314.6
2018-09-01,West,Office Supplies,Art,Home Office,7.58
2018-09-01,West,Office Supplies,Binders,Consumer,22.92
2018-09-01,West,Technology,Accessories,Consumer,19.99
2018-09-02,Central,Office Supplies,Appliances,Corporate,5.588
2018-09-02,Central,Office Supplies,Fasteners,Corporate,16.0
2018-09-02,Central,Office Supplies,Storage,Corporate,235.92
2018-09-02,Central,Office Supplies,Storage,Home Office,352.38
2018-09-02,Central,Technology,Accessories,Consumer,40.68
2018-09-02,Central,Technology,Accessories,Home Office,1928.78
2018-09-02,Central,Technology,Phones,Home Office,1199.8
2018-09-02,East,Furniture,Chairs,Corporate,1282.41
2018-09-02,East,Furniture,Furnishings,Corporate,26.612
2018-09-02,East,Furniture,Tables,Corporate,254.526
2018-09-02,East,Office Supplies,Appliances,Corporate,12.98
2018-09-02,East,Office Supplies,Art,Corporate,28.020000000000003
2018-09-02,East,Office Supplies,Binders,Corporate,26.432
2018-09-02,East,Office Supplies,Labels,Corporate,18.9
2018-09-02,East,Office Supplies,Paper,Consumer,238.932
2018-09-02,East,Office Supplies,Paper,Corporate,17.12
2018-09-02,East,Office Supplies,Storage,Consumer,10.9
2018-09-02,East,Technology,Accessories,Corporate,405.97
2018-09-02,East,Technology,Phones,Corporate,197.97
2018-09-02,South,Office Supplies,Binders,Consumer,1577.94
2018-09-02,West,Furniture,Chairs,Home Office,215.976
2018-09-02,West,Furniture,Tables,Consumer,236.528
2018-09-02,West,Office Supplies,Art,Consumer,15.97
2018-09-02,West,Office Supplies,Binders,Consumer,18.72
2018-09-02,West,Office Supplies,Labels,Consumer,85.696
2018-09-02,West,Technology,Phones,Consumer,201.584
2018-09-03,Central,Furniture,Furnishings,Consumer,108.4
2018-09-03,Central,Office Supplies,Binders,Consumer,42.616
2018-09-03,Central,Office Supplies,Paper,Corporate,8.904
2018-09-03,Central,Technology,Accessories,Corporate,100.8
2018-09-03,East,Furniture,Chairs,Home Office,272.565
2018-09-03,East,Office Supplies,Art,Home Office,5.56
2018-09-03,East,Office Supplies,Paper,Home Office,419.4
2018-09-03,South,Office Supplies,Envelopes,Consumer,24.448
2018-09-03,West,Furniture,Bookcases,Consumer,239.666
2018-09-03,West,Office Supplies,Art,Corporate,5.96
2018-09-03,West,Office Supplies,Binders,Home Office,82.56
2018-09-03,West,Technology,Accessories,Home Office,284.97
2018-09-04,Central,Furniture,Bookcases,Corporate,825.174
2018-09-04,Central,Office Supplies,Art,Consumer,23.311999999999998
2018-09-04,Central,Office Supplies,Art,Corporate,6.912
2018-09-04,Central,Office Supplies,Art,Home Office,30.384
2018-09-04,Central,Office Supplies,Paper,Corporate,17.76
2018-09-04,Central,Office Supplies,Storage,Consumer,16.784
2018-09-04,East,Office Supplies,Art,Consumer,8.256
2018-09-04,East,Office Supplies,Binders,Consumer,29.927999999999997
2018-09-04,East,Office Supplies,Fasteners,Consumer,14.82
2018-09-04,East,Office Supplies,Paper,Consumer,11.52
2018-09-04,East,Technology,Accessories,Consumer,111.0
2018-09-04,South,Furniture,Chairs,Consumer,97.184
2018-09-04,South,Office Supplies,Paper,Consumer,10.368
2018-09-04,West,Furniture,Tables,Consumer,1478.272
2018-09-04,West,Furniture,Tables,Corporate,1322.352
2018-09-04,West,Office Supplies,Binders,Consumer,501.328
2018-09-04,West,Office Supplies,Binders,Corporate,99.882
2018-09-04,West,Office Supplies,Paper,Home Office,12.96
2018-09-04,West,Office Supplies,Storage,Consumer,638.95
2018-09-04,West,Office Supplies,Storage,Corporate,54.32
2018-09-04,West,Technology,Phones,Consumer,5.56
2018-09-04,West,Technology,Phones,Home Office,43.176
2018-09-05,South,Office Supplies,Art,Consumer,71.96
2018-09-05,South,Office Supplies,Paper,Consumer,15.552
2018-09-05,South,Office Supplies,Storage,Home Office,147.184
2018-09-05,South,Technology,Accessories,Consumer,89.568
2018-09-05,West,Office Supplies,Art,Home Office,2.78
2018-09-07,Central,Furniture,Furnishings,Consumer,135.3
2018-09-07,Central,Office Supplies,Binders,Home Office,1577.94
2018-09-07,Central,Office Supplies,Paper,Home Office,73.008
2018-09-07,Central,Technology,Accessories,Consumer,127.0
2018-09-07,East,Office Supplies,Envelopes,Consumer,4.896
2018-09-07,East,Office Supplies,Labels,Consumer,29.24
2018-09-07,East,Office Supplies,Paper,Consumer,72.412
2018-09-07,East,Office Supplies,Storage,Corporate,478.08
2018-09-07,South,Office Supplies,Appliances,Corporate,81.568
2018-09-07,West,Furniture,Chairs,Consumer,161.568
2018-09-07,West,Furniture,Furnishings,Consumer,173.82
2018-09-07,West,Office Supplies,Art,Consumer,25.98
2018-09-07,West,Office Supplies,Binders,Home Office,7.857
2018-09-07,West,Office Supplies,Storage,Consumer,37.68
2018-09-07,West,Technology,Accessories,Consumer,279.944
2018-09-07,West,Technology,Phones,Consumer,582.2719999999999
2018-09-08,Central,Furniture,Chairs,Corporate,213.43
2018-09-08,Central,Furniture,Furnishings,Corporate,21.184
2018-09-08,Central,Furniture,Tables,Consumer,765.625
2018-09-08,Central,Office Supplies,Binders,Corporate,42.616
2018-09-08,Central,Office Supplies,Fasteners,Corporate,45.92
2018-09-08,Central,Office Supplies,Paper,Corporate,20.736
2018-09-08,Central,Technology,Accessories,Corporate,85.2
2018-09-08,Central,Technology,Copiers,Corporate,319.984
2018-09-08,East,Office Supplies,Storage,Corporate,65.12
2018-09-08,East,Technology,Accessories,Corporate,125.928
2018-09-08,East,Technology,Phones,Consumer,258.528
2018-09-08,South,Office Supplies,Storage,Home Office,61.68
2018-09-08,South,Technology,Phones,Home Office,158.376
2018-09-09,Central,Office Supplies,Envelopes,Consumer,17.48
2018-09-09,Central,Office Supplies,Labels,Corporate,9.856
2018-09-09,East,Furniture,Chairs,Corporate,141.372
2018-09-09,East,Furniture,Furnishings,Consumer,66.112
2018-09-09,East,Furniture,Furnishings,Corporate,17.024
2018-09-09,East,Office Supplies,Art,Consumer,25.92
2018-09-09,East,Office Supplies,Art,Corporate,4.672
2018-09-09,East,Office Supplies,Binders,Consumer,11.118
2018-09-09,East,Office Supplies,Binders,Corporate,7.539
2018-09-09,East,Office Supplies,Labels,Consumer,17.712
2018-09-09,East,Technology,Accessories,Corporate,354.576
2018-09-09,East,Technology,Phones,Corporate,1931.958
2018-09-09,South,Furniture,Furnishings,Consumer,14.136
2018-09-09,South,Office Supplies,Paper,Consumer,177.536
2018-09-09,South,Office Supplies,Storage,Consumer,258.48
2018-09-09,South,Office Supplies,Storage,Corporate,685.26
2018-09-09,South,Office Supplies,Supplies,Consumer,8.832
2018-09-09,West,Furniture,Chairs,Consumer,243.92
2018-09-09,West,Office Supplies,Appliances,Corporate,11.176
2018-09-09,West,Office Supplies,Art,Consumer,6.56
2018-09-09,West,Office Supplies,Paper,Consumer,53.888000000000005
2018-09-09,West,Office Supplies,Paper,Corporate,31.104
2018-09-09,West,Office Supplies,Storage,Corporate,99.87
2018-09-09,West,Technology,Accessories,Corporate,159.96
2018-09-10,Central,Office Supplies,Appliances,Consumer,58.17
2018-09-10,Central,Office Supplies,Binders,Consumer,29.91
2018-09-10,Central,Office Supplies,Binders,Home Office,762.594
2018-09-10,Central,Office Supplies,Paper,Consumer,24.9
2018-09-10,Central,Office Supplies,Storage,Consumer,286.29
2018-09-10,Central,Technology,Accessories,Consumer,409.65000000000003
2018-09-10,Central,Technology,Phones,Corporate,147.168
2018-09-10,East,Office Supplies,Art,Corporate,14.88
2018-09-10,East,Office Supplies,Paper,Consumer,18.76
2018-09-10,East,Office Supplies,Paper,Corporate,85.056
2018-09-10,East,Technology,Accessories,Consumer,37.056
2018-09-10,East,Technology,Phones,Consumer,259.896
2018-09-10,South,Office Supplies,Binders,Consumer,2.78
2018-09-10,West,Furniture,Chairs,Corporate,362.352
2018-09-10,West,Office Supplies,Binders,Corporate,7.184
2018-09-11,Central,Furniture,Tables,Consumer,512.19
2018-09-11,Central,Office Supplies,Appliances,Consumer,1.556
2018-09-11,Central,Office Supplies,Fasteners,Consumer,10.528
2018-09-11,Central,Office Supplies,Paper,Consumer,30.816000000000003
2018-09-11,South,Furniture,Furnishings,Consumer,34.504
2018-09-11,South,Office Supplies,Appliances,Consumer,263.58000000000004
2018-09-11,South,Office Supplies,Fasteners,Consumer,14.2
2018-09-11,South,Office Supplies,Paper,Home Office,184.66
2018-09-11,West,Furniture,Chairs,Consumer,177.568
2018-09-11,West,Furniture,Chairs,Home Office,2054.272
2018-09-11,West,Furniture,Furnishings,Consumer,32.36
2018-09-11,West,Office Supplies,Appliances,Consumer,406.6
2018-09-11,West,Office Supplies,Binders,Consumer,1471.96
2018-09-11,West,Office Supplies,Envelopes,Home Office,22.18
2018-09-11,West,Office Supplies,Paper,Consumer,90.72
2018-09-11,West,Office Supplies,Paper,Corporate,19.44
2018-09-11,West,Office Supplies,Paper,Home Office,12.96
2018-09-11,West,Technology,Phones,Consumer,79.96
2018-09-11,West,Technology,Phones,Corporate,143.952
2018-09-12,East,Office Supplies,Appliances,Consumer,90.86
2018-09-12,East,Office Supplies,Binders,Corporate,45.78
2018-09-12,East,Office Supplies,Paper,Consumer,134.75
2018-09-12,East,Office Supplies,Paper,Corporate,45.36
2018-09-12,West,Furniture,Furnishings,Consumer,8.36
2018-09-12,West,Office Supplies,Paper,Consumer,166.44
2018-09-13,South,Office Supplies,Art,Consumer,15.92
2018-09-14,Central,Office Supplies,Paper,Consumer,19.05
2018-09-14,East,Furniture,Chairs,Consumer,113.372
2018-09-14,East,Furniture,Chairs,Home Office,589.41
2018-09-14,East,Furniture,Furnishings,Consumer,127.936
2018-09-14,East,Office Supplies,Art,Consumer,70.95
2018-09-14,East,Office Supplies,Art,Home Office,29.95
2018-09-14,East,Office Supplies,Binders,Consumer,22.194000000000003
2018-09-14,East,Office Supplies,Paper,Consumer,20.12
2018-09-14,East,Office Supplies,Storage,Home Office,70.98
2018-09-14,East,Technology,Machines,Consumer,253.755
2018-09-14,East,Technology,Phones,Home Office,1079.85
2018-09-14,South,Office Supplies,Appliances,Corporate,942.784
2018-09-14,South,Office Supplies,Paper,Corporate,74.352
2018-09-14,West,Office Supplies,Labels,Consumer,56.7
2018-09-15,Central,Office Supplies,Art,Consumer,31.744
2018-09-15,Central,Office Supplies,Paper,Corporate,31.872
2018-09-15,Central,Technology,Phones,Consumer,323.976
2018-09-15,East,Furniture,Bookcases,Consumer,782.94
2018-09-15,East,Furniture,Chairs,Corporate,512.96
2018-09-15,East,Furniture,Furnishings,Corporate,47.4
2018-09-15,East,Furniture,Furnishings,Home Office,35.56
2018-09-15,East,Office Supplies,Art,Consumer,16.28
2018-09-15,East,Office Supplies,Binders,Consumer,242.48
2018-09-15,East,Office Supplies,Storage,Corporate,81.96
2018-09-15,East,Office Supplies,Storage,Home Office,38.62
2018-09-15,East,Technology,Accessories,Home Office,59.98
2018-09-15,East,Technology,Phones,Consumer,39.99
2018-09-15,East,Technology,Phones,Corporate,395.94
2018-09-15,South,Office Supplies,Paper,Consumer,163.96
2018-09-15,West,Furniture,Chairs,Consumer,403.10400000000004
2018-09-15,West,Furniture,Furnishings,Consumer,529.9
2018-09-15,West,Furniture,Tables,Home Office,300.904
2018-09-15,West,Office Supplies,Appliances,Consumer,108.96
2018-09-15,West,Office Supplies,Art,Consumer,111.72
2018-09-15,West,Office Supplies,Binders,Consumer,2655.232
2018-09-15,West,Technology,Phones,Consumer,369.544
2018-09-16,Central,Office Supplies,Envelopes,Consumer,17.568
2018-09-16,Central,Technology,Phones,Consumer,55.992
2018-09-16,East,Furniture,Furnishings,Consumer,22.512
2018-09-16,East,Office Supplies,Binders,Consumer,541.6379999999999
2018-09-16,East,Office Supplies,Paper,Consumer,20.544
2018-09-16,East,Office Supplies,Paper,Home Office,20.736
2018-09-16,East,Technology,Accessories,Consumer,119.96000000000001
2018-09-16,West,Office Supplies,Art,Corporate,5.98
2018-09-16,West,Office Supplies,Fasteners,Corporate,17.9
2018-09-16,West,Office Supplies,Paper,Corporate,8.82
2018-09-17,Central,Furniture,Chairs,Home Office,318.43
2018-09-17,Central,Office Supplies,Art,Home Office,9.912
2018-09-17,Central,Office Supplies,Binders,Home Office,5.8
2018-09-17,Central,Technology,Phones,Home Office,1415.76
2018-09-17,East,Office Supplies,Storage,Consumer,34.05
2018-09-17,East,Technology,Machines,Consumer,480.0
2018-09-17,South,Furniture,Chairs,Home Office,723.92
2018-09-17,South,Office Supplies,Paper,Home Office,106.32
2018-09-17,West,Furniture,Bookcases,Corporate,1292.94
2018-09-17,West,Office Supplies,Binders,Corporate,48.144
2018-09-17,West,Office Supplies,Labels,Corporate,14.4
2018-09-17,West,Office Supplies,Paper,Consumer,12.96
2018-09-17,West,Office Supplies,Paper,Corporate,164.88
2018-09-17,West,Office Supplies,Storage,Corporate,261.74
2018-09-17,West,Technology,Accessories,Consumer,89.97
2018-09-18,Central,Office Supplies,Art,Consumer,8.928
2018-09-18,Central,Office Supplies,Envelopes,Home Office,114.848
2018-09-18,Central,Office Supplies,Paper,Consumer,15.96
2018-09-18,Central,Office Supplies,Paper,Corporate,22.72
2018-09-18,Central,Office Supplies,Storage,Consumer,47.584
2018-09-18,East,Furniture,Furnishings,Corporate,9.82
2018-09-18,East,Office Supplies,Paper,Corporate,19.44
2018-09-18,South,Furniture,Furnishings,Corporate,20.32
2018-09-18,South,Office Supplies,Art,Corporate,113.94
2018-09-18,South,Office Supplies,Paper,Corporate,321.43
2018-09-18,South,Office Supplies,Supplies,Corporate,34.48
2018-09-18,South,Technology,Phones,Corporate,507.66
2018-09-18,West,Office Supplies,Art,Corporate,8.82
2018-09-18,West,Office Supplies,Binders,Consumer,10.08
2018-09-18,West,Office Supplies,Envelopes,Corporate,10.86
2018-09-18,West,Office Supplies,Paper,Corporate,143.7
2018-09-18,West,Technology,Accessories,Consumer,101.34
2018-09-19,East,Office Supplies,Binders,Home Office,4.842
2018-09-19,East,Office Supplies,Paper,Consumer,32.4
2018-09-19,South,Office Supplies,Art,Home Office,35.4
2018-09-19,South,Office Supplies,Storage,Corporate,95.616
2018-09-19,West,Furniture,Bookcases,Corporate,72.588
2018-09-19,West,Furniture,Furnishings,Corporate,409.216
2018-09-19,West,Office Supplies,Art,Corporate,63.891999999999996
2018-09-19,West,Office Supplies,Binders,Consumer,18.18
2018-09-19,West,Office Supplies,Storage,Consumer,12.624
2018-09-19,West,Technology,Accessories,Consumer,89.584
2018-09-19,West,Technology,Accessories,Corporate,149.95
2018-09-19,West,Technology,Phones,Consumer,471.92
2018-09-19,West,Technology,Phones,Corporate,191.976
2018-09-20,East,Furniture,Chairs,Consumer,5496.174
2018-09-20,East,Office Supplies,Binders,Consumer,11.784
2018-09-20,East,Office Supplies,Fasteners,Consumer,4.36
2018-09-20,East,Office Supplies,Paper,Consumer,52.28
2018-09-20,East,Office Supplies,Storage,Consumer,45.4
2018-09-20,East,Technology,Accessories,Consumer,345.41
2018-09-20,East,Technology,Phones,Consumer,1404.51
2018-09-21,Central,Office Supplies,Binders,Consumer,20.16
2018-09-21,East,Office Supplies,Binders,Consumer,1.908
2018-09-21,South,Office Supplies,Appliances,Consumer,80.48
2018-09-21,South,Office Supplies,Binders,Consumer,12.294
2018-09-21,West,Office Supplies,Paper,Consumer,55.86
2018-09-21,West,Office Supplies,Storage,Corporate,15.51
2018-09-21,West,Technology,Accessories,Consumer,151.96
2018-09-22,Central,Furniture,Bookcases,Home Office,241.96
2018-09-22,Central,Office Supplies,Binders,Corporate,44.268
2018-09-22,Central,Office Supplies,Envelopes,Corporate,13.392
2018-09-22,Central,Office Supplies,Labels,Home Office,27.72
2018-09-22,Central,Office Supplies,Paper,Corporate,219.84
2018-09-22,Central,Technology,Accessories,Corporate,98.16
2018-09-22,Central,Technology,Phones,Corporate,86.97
2018-09-22,East,Furniture,Furnishings,Consumer,12.07
2018-09-22,East,Office Supplies,Binders,Consumer,5.607
2018-09-22,East,Office Supplies,Binders,Corporate,40.176
2018-09-22,East,Office Supplies,Storage,Home Office,67.4
2018-09-22,East,Office Supplies,Supplies,Consumer,4663.736
2018-09-22,East,Technology,Accessories,Consumer,1150.984
2018-09-22,East,Technology,Phones,Consumer,391.98
2018-09-22,South,Office Supplies,Art,Consumer,17.94
2018-09-22,South,Office Supplies,Binders,Consumer,691.96
2018-09-22,South,Office Supplies,Paper,Consumer,12.96
2018-09-22,South,Technology,Accessories,Consumer,34.95
2018-09-22,West,Office Supplies,Paper,Corporate,27.18
2018-09-22,West,Office Supplies,Supplies,Consumer,21.96
2018-09-23,Central,Office Supplies,Appliances,Consumer,73.176
2018-09-23,Central,Office Supplies,Paper,Consumer,20.736
2018-09-23,Central,Office Supplies,Paper,Corporate,9.248
2018-09-23,Central,Technology,Accessories,Consumer,291.96
2018-09-23,Central,Technology,Phones,Consumer,39.984
2018-09-23,South,Office Supplies,Paper,Consumer,264.59999999999997
2018-09-23,South,Technology,Accessories,Consumer,199.95
2018-09-23,West,Furniture,Bookcases,Consumer,180.588
2018-09-23,West,Furniture,Chairs,Consumer,594.816
2018-09-23,West,Furniture,Furnishings,Corporate,29.328
2018-09-23,West,Office Supplies,Appliances,Consumer,280.92
2018-09-23,West,Office Supplies,Binders,Consumer,105.66399999999999
2018-09-23,West,Office Supplies,Envelopes,Home Office,14.352
2018-09-23,West,Office Supplies,Paper,Consumer,211.04
2018-09-23,West,Office Supplies,Storage,Consumer,31.44
2018-09-23,West,Technology,Accessories,Consumer,47.984
2018-09-24,Central,Furniture,Chairs,Consumer,520.464
2018-09-24,Central,Furniture,Chairs,Corporate,603.92
2018-09-24,Central,Office Supplies,Paper,Consumer,11.424
2018-09-24,Central,Technology,Accessories,Corporate,727.9
2018-09-24,East,Furniture,Furnishings,Consumer,103.056
2018-09-24,East,Technology,Phones,Corporate,829.83
2018-09-24,East,Technology,Phones,Home Office,1169.694
2018-09-24,South,Office Supplies,Art,Home Office,27.0
2018-09-24,South,Office Supplies,Binders,Consumer,38.71
2018-09-24,South,Office Supplies,Binders,Home Office,15.57
2018-09-24,South,Office Supplies,Labels,Consumer,235.944
2018-09-24,South,Office Supplies,Labels,Home Office,15.75
2018-09-24,South,Office Supplies,Storage,Consumer,40.29
2018-09-24,South,Office Supplies,Storage,Home Office,15.51
2018-09-24,South,Technology,Accessories,Consumer,17.88
2018-09-24,South,Technology,Phones,Home Office,473.86
2018-09-24,West,Furniture,Furnishings,Consumer,199.8
2018-09-24,West,Office Supplies,Paper,Home Office,31.08
2018-09-24,West,Office Supplies,Supplies,Home Office,7.3
2018-09-24,West,Technology,Machines,Corporate,506.28
2018-09-24,West,Technology,Phones,Corporate,859.2
2018-09-25,Central,Furniture,Chairs,Consumer,269.97
2018-09-25,Central,Office Supplies,Binders,Consumer,8.26
2018-09-25,East,Furniture,Chairs,Consumer,488.646
2018-09-25,East,Furniture,Furnishings,Consumer,47.12
2018-09-25,East,Office Supplies,Art,Consumer,16.168
2018-09-25,East,Office Supplies,Binders,Corporate,8.595
2018-09-25,East,Office Supplies,Envelopes,Corporate,24.448
2018-09-25,East,Office Supplies,Labels,Consumer,20.7
2018-09-25,East,Office Supplies,Supplies,Corporate,190.896
2018-09-25,East,Technology,Accessories,Consumer,119.96
2018-09-25,South,Office Supplies,Storage,Consumer,177.55
2018-09-25,West,Office Supplies,Storage,Corporate,39.9
2018-09-26,South,Furniture,Chairs,Home Office,419.136
2018-09-26,West,Furniture,Furnishings,Corporate,9.24
2018-09-26,West,Office Supplies,Art,Home Office,2.224
2018-09-26,West,Office Supplies,Binders,Corporate,948.216
2018-09-26,West,Office Supplies,Envelopes,Corporate,71.88
2018-09-26,West,Office Supplies,Paper,Corporate,35.88
2018-09-28,Central,Office Supplies,Supplies,Consumer,1.744
2018-09-28,East,Office Supplies,Binders,Corporate,2.655
2018-09-28,South,Office Supplies,Paper,Corporate,10.368
2018-09-28,West,Furniture,Furnishings,Consumer,9.24
2018-09-28,West,Furniture,Furnishings,Home Office,32.776
2018-09-28,West,Office Supplies,Appliances,Home Office,209.792
2018-09-28,West,Office Supplies,Binders,Home Office,76.776
2018-09-28,West,Office Supplies,Paper,Home Office,14.352
2018-09-28,West,Office Supplies,Storage,Home Office,147.184
2018-09-28,West,Technology,Accessories,Home Office,54.384
2018-09-29,Central,Office Supplies,Envelopes,Home Office,27.968
2018-09-29,Central,Office Supplies,Labels,Home Office,7.968
2018-09-29,Central,Technology,Machines,Home Office,336.51
2018-09-29,East,Furniture,Chairs,Home Office,63.686
2018-09-29,East,Furniture,Furnishings,Home Office,21.248
2018-09-29,East,Furniture,Tables,Home Office,344.22
2018-09-29,East,Office Supplies,Envelopes,Consumer,23.34
2018-09-29,East,Office Supplies,Envelopes,Corporate,7.98
2018-09-29,East,Office Supplies,Paper,Consumer,51.55
2018-09-29,East,Office Supplies,Paper,Home Office,24.0
2018-09-29,East,Office Supplies,Storage,Corporate,51.168
2018-09-29,East,Technology,Accessories,Home Office,239.976
2018-09-29,South,Office Supplies,Storage,Consumer,243.92
2018-09-29,West,Furniture,Chairs,Consumer,72.784
2018-09-29,West,Furniture,Furnishings,Consumer,51.75
2018-09-29,West,Office Supplies,Appliances,Consumer,97.84
2018-09-29,West,Office Supplies,Art,Consumer,99.2
2018-09-29,West,Office Supplies,Binders,Consumer,46.672
2018-09-29,West,Office Supplies,Fasteners,Consumer,35.0
2018-09-30,Central,Office Supplies,Binders,Home Office,11.646
2018-09-30,East,Office Supplies,Labels,Corporate,20.664
2018-09-30,East,Office Supplies,Paper,Consumer,164.88
2018-09-30,West,Office Supplies,Appliances,Corporate,3.89
2018-09-30,West,Office Supplies,Paper,Corporate,179.7
2018-09-30,West,Technology,Accessories,Home Office,159.98
2018-10-01,Central,Office Supplies,Art,Corporate,6.672
2018-10-01,Central,Office Supplies,Paper,Consumer,104.85
2018-10-01,East,Technology,Machines,Home Office,1704.89
2018-10-01,West,Furniture,Chairs,Consumer,108.608
2018-10-01,West,Furniture,Chairs,Corporate,451.152
2018-10-01,West,Office Supplies,Appliances,Consumer,241.96
2018-10-01,West,Office Supplies,Binders,Consumer,63.216
2018-10-01,West,Office Supplies,Binders,Corporate,81.088
2018-10-01,West,Office Supplies,Paper,Corporate,111.28
2018-10-01,West,Technology,Accessories,Home Office,104.75
2018-10-02,Central,Furniture,Furnishings,Consumer,157.74
2018-10-02,Central,Office Supplies,Appliances,Corporate,37.208
